DN,area_ha,class
"4",0.123,land
"4",0.555,land
"1",0.370,forest
"3",0.370,water
"4",0.062,land
"4",0.062,land
"4",0.062,land
"4",0.185,land
"4",0.123,land
"4",0.185,land
"1",0.123,forest
"1",0.493,forest
"1",0.123,forest
"4",1.048,land
"1",0.123,forest
"1",0.678,forest
"1",0.555,forest
"1",0.185,forest
"1",0.123,forest
"1",0.062,forest
"1",0.493,forest
"1",0.062,forest
"1",0.062,forest
"1",0.123,forest
"1",0.123,forest
"1",0.123,forest
"1",0.062,forest
"4",7.152,land
"1",0.185,forest
"1",0.062,forest
"1",0.123,forest
"1",0.062,forest
"1",0.247,forest
"4",0.123,land
"1",0.123,forest
"3",0.370,water
"4",0.185,land
"4",0.123,land
"4",0.185,land
"1",0.062,forest
"1",0.185,forest
"1",0.123,forest
"1",0.062,forest
"1",0.062,forest
"1",0.247,forest
"1",0.370,forest
"1",0.062,forest
"1",0.062,forest
"1",0.123,forest
"4",0.062,land
"1",0.123,forest
"1",0.062,forest
"1",0.185,forest
"1",0.123,forest
"1",0.123,forest
"4",0.123,land
"1",0.062,forest
"3",0.123,water
"3",0.185,water
"3",0.185,water
"4",0.062,land
"1",0.123,forest
"1",0.062,forest
"1",0.062,forest
"3",0.062,water
"1",0.185,forest
"1",0.123,forest
"1",0.123,forest
"1",0.308,forest
"1",0.062,forest
"1",0.123,forest
"1",0.062,forest
"4",54.626,land
"4",8.879,land
"1",13.133,forest
"1",1.541,forest
"4",2.590,land
"1",0.617,forest
"1",0.308,forest
"4",0.247,land
"1",0.925,forest
"4",1.788,land
"3",0.247,water
"1",0.370,forest
"1",0.308,forest
"1",0.123,forest
"1",0.247,forest
"4",0.062,land
"3",1.110,water
"1",0.062,forest
"1",0.370,forest
"1",0.185,forest
"4",0.062,land
"1",0.123,forest
"1",0.493,forest
"1",0.308,forest
"4",0.062,land
"3",0.123,water
"1",0.062,forest
"1",0.185,forest
"1",0.123,forest
"4",0.185,land
"1",0.185,forest
"1",0.062,forest
"3",0.062,water
"1",0.062,forest
"1",0.062,forest
"3",0.185,water
"1",0.678,forest
"1",0.617,forest
"1",0.062,forest
"1",0.185,forest
"1",1.110,forest
"4",0.062,land
"4",0.062,land
"1",0.062,forest
"1",0.123,forest
"1",0.123,forest
"4",7.152,land
"1",0.062,forest
"1",0.062,forest
"4",0.123,land
"1",0.062,forest
"3",0.123,water
"1",0.062,forest
"1",0.185,forest
"1",0.247,forest
"3",0.123,water
"1",0.062,forest
"1",0.123,forest
"1",0.062,forest
"1",0.185,forest
"1",0.062,forest
"3",0.062,water
"1",0.123,forest
"1",0.185,forest
"1",0.123,forest
"1",0.123,forest
"4",0.123,land
"1",0.185,forest
"1",0.247,forest
"1",0.247,forest
"4",1.480,land
"4",0.308,land
"4",0.123,land
"1",0.062,forest
"1",0.185,forest
"4",0.062,land
"1",0.062,forest
"1",0.493,forest
"1",0.062,forest
"4",0.493,land
"4",0.062,land
"1",0.123,forest
"3",0.062,water
"3",0.432,water
"1",0.062,forest
"1",0.062,forest
"1",0.123,forest
"1",0.123,forest
"1",0.062,forest
"1",0.062,forest
"1",0.123,forest
"1",0.493,forest
"1",0.185,forest
"1",0.123,forest
"1",0.062,forest
"1",0.123,forest
"4",0.062,land
"1",0.370,forest
"1",0.185,forest
"1",0.062,forest
"1",0.062,forest
"3",0.123,water
"4",0.123,land
"4",0.123,land
"4",0.123,land
"4",0.370,land
"4",0.370,land
"4",0.432,land
"4",0.123,land
"4",0.062,land
"1",0.123,forest
"1",0.123,forest
"1",0.062,forest
"1",0.493,forest
"1",0.123,forest
"1",0.062,forest
"4",0.123,land
"1",0.062,forest
"1",0.308,forest
"1",0.062,forest
"1",0.062,forest
"1",0.123,forest
"3",0.370,water
"1",0.062,forest
"1",0.987,forest
"1",0.123,forest
"1",0.062,forest
"1",0.863,forest
"1",0.185,forest
"1",0.062,forest
"1",0.123,forest
"1",0.247,forest
"1",0.062,forest
"1",0.123,forest
"1",3.268,forest
"4",0.062,land
"1",0.123,forest
"4",0.123,land
"1",0.185,forest
"4",0.062,land
"4",0.062,land
"1",0.123,forest
"4",0.123,land
"4",0.123,land
"1",0.062,forest
"1",1.172,forest
"3",0.062,water
"4",0.247,land
"1",0.123,forest
"1",1.480,forest
"1",0.308,forest
"1",0.123,forest
"1",0.123,forest
"4",0.062,land
"1",0.185,forest
"1",0.123,forest
"1",0.062,forest
"1",0.185,forest
"1",0.062,forest
"1",0.247,forest
"1",0.062,forest
"1",0.062,forest
"1",0.185,forest
"1",2.158,forest
"1",0.062,forest
"4",0.062,land
"1",0.123,forest
"1",0.062,forest
"1",0.247,forest
"4",0.123,land
"4",0.062,land
"4",0.308,land
"4",0.123,land
"1",0.062,forest
"4",0.123,land
"1",0.062,forest
"1",0.123,forest
"1",0.062,forest
"1",0.123,forest
"1",0.062,forest
"1",0.062,forest
"1",0.370,forest
"1",0.123,forest
"4",0.617,land
"1",0.062,forest
"1",0.123,forest
"4",0.062,land
"1",0.123,forest
"1",0.247,forest
"1",0.123,forest
"1",0.123,forest
"1",0.062,forest
"1",0.185,forest
"1",0.062,forest
"1",0.062,forest
"1",0.123,forest
"3",0.185,water
"1",0.185,forest
"1",0.185,forest
"1",0.247,forest
"1",0.370,forest
"1",0.123,forest
"1",0.062,forest
"1",0.308,forest
"4",0.370,land
"1",0.062,forest
"1",0.062,forest
"4",0.062,land
"1",0.062,forest
"4",0.123,land
"1",0.062,forest
"1",0.247,forest
"1",0.617,forest
"1",0.062,forest
"3",0.062,water
"1",0.123,forest
"1",0.185,forest
"1",0.123,forest
"1",0.062,forest
"3",0.123,water
"4",0.062,land
"4",0.185,land
"1",0.123,forest
"1",0.062,forest
"1",0.062,forest
"1",0.062,forest
"1",0.062,forest
"3",0.123,water
"1",0.123,forest
"1",0.062,forest
"4",0.062,land
"1",0.062,forest
"1",0.123,forest
"1",0.062,forest
"1",0.123,forest
"4",0.062,land
"1",0.123,forest
"1",34.837,forest
"1",7.276,forest
"4",45.689,land
"4",19.670,land
"1",1.357,forest
"1",0.617,forest
"1",0.247,forest
"1",0.802,forest
"4",0.863,land
"1",0.555,forest
"1",0.308,forest
"4",4.131,land
"1",1.172,forest
"3",0.123,water
"1",0.247,forest
"1",0.062,forest
"1",0.185,forest
"1",0.123,forest
"1",0.555,forest
"4",0.062,land
"1",0.123,forest
"1",0.678,forest
"1",0.308,forest
"1",0.185,forest
"4",0.185,land
"1",0.062,forest
"1",0.123,forest
"1",0.123,forest
"1",0.370,forest
"4",0.247,land
"1",0.493,forest
"1",0.062,forest
"1",0.740,forest
"4",0.123,land
"1",0.308,forest
"3",0.123,water
"1",7.831,forest
"1",0.123,forest
"4",0.062,land
"1",0.123,forest
"1",0.123,forest
"1",0.123,forest
"1",0.062,forest
"1",0.123,forest
"1",0.062,forest
"1",0.062,forest
"1",0.247,forest
"3",0.062,water
"1",0.123,forest
"1",0.123,forest
"1",0.123,forest
"1",0.123,forest
"1",0.678,forest
"1",0.247,forest
"3",0.185,water
"1",0.062,forest
"4",0.062,land
"1",0.123,forest
"1",0.062,forest
"1",0.123,forest
"1",0.123,forest
"1",0.123,forest
"4",0.062,land
"4",0.678,land
"1",0.185,forest
"1",0.062,forest
"1",1.357,forest
"1",0.062,forest
"1",0.123,forest
"1",0.123,forest
"1",0.740,forest
"3",0.062,water
"4",0.123,land
"3",0.062,water
"1",0.123,forest
"1",0.185,forest
"1",0.062,forest
"1",0.062,forest
"4",0.308,land
"1",0.062,forest
"1",0.247,forest
"1",0.123,forest
"1",0.062,forest
"1",0.062,forest
"1",0.062,forest
"3",0.062,water
"4",0.062,land
"1",0.062,forest
"3",0.123,water
"1",0.062,forest
"1",0.062,forest
"1",0.062,forest
"1",0.062,forest
"1",0.370,forest
"1",0.185,forest
"4",0.062,land
"1",0.062,forest
"4",0.062,land
"4",0.062,land
"4",0.370,land
"1",0.185,forest
"4",0.123,land
"1",0.062,forest
"4",0.062,land
"4",0.062,land
"4",0.247,land
"1",0.123,forest
"1",0.123,forest
"1",0.062,forest
"4",0.062,land
"1",0.370,forest
"1",0.062,forest
"1",0.432,forest
"1",0.123,forest
"4",0.123,land
"1",0.123,forest
"1",0.247,forest
"1",0.123,forest
"1",0.123,forest
"1",0.123,forest
"1",0.123,forest
"3",0.062,water
"1",0.123,forest
"1",0.123,forest
"1",0.062,forest
"1",0.370,forest
"4",0.123,land
"1",0.062,forest
"4",0.062,land
"3",9.989,water
"1",0.062,forest
"1",0.062,forest
"4",0.123,land
"4",0.123,land
"1",0.062,forest
"1",0.678,forest
"4",0.123,land
"1",0.123,forest
"1",0.062,forest
"1",8.016,forest
"1",0.123,forest
"1",0.185,forest
"1",0.185,forest
"1",0.123,forest
"1",0.185,forest
"1",0.185,forest
"1",0.062,forest
"1",0.062,forest
"1",0.062,forest
"1",0.308,forest
"1",0.247,forest
"1",0.247,forest
"1",0.308,forest
"1",0.062,forest
"1",0.370,forest
"1",0.062,forest
"1",0.185,forest
"4",0.123,land
"1",0.370,forest
"1",0.925,forest
"3",0.123,water
"1",0.185,forest
"4",0.062,land
"1",0.247,forest
"1",0.185,forest
"4",0.062,land
"1",0.123,forest
"3",0.617,water
"1",0.123,forest
"1",0.062,forest
"3",0.185,water
"3",0.185,water
"1",1.357,forest
"1",0.308,forest
"1",0.062,forest
"1",0.185,forest
"4",0.062,land
"1",0.123,forest
"1",0.185,forest
"1",0.062,forest
"1",0.185,forest
"3",0.185,water
"1",0.062,forest
"4",0.123,land
"1",0.062,forest
"1",0.123,forest
"1",0.247,forest
"1",0.432,forest
"1",0.863,forest
"1",0.308,forest
"4",0.123,land
"4",0.062,land
"3",0.062,water
"1",0.062,forest
"1",0.308,forest
"1",0.185,forest
"1",0.123,forest
"1",0.123,forest
"1",0.062,forest
"1",0.987,forest
"4",0.062,land
"4",0.432,land
"4",0.123,land
"4",0.123,land
"1",0.123,forest
"1",0.062,forest
"1",0.123,forest
"4",0.493,land
"1",1.850,forest
"4",0.123,land
"1",0.062,forest
"1",0.247,forest
"1",0.617,forest
"1",0.247,forest
"1",0.185,forest
"3",0.185,water
"1",0.062,forest
"1",0.308,forest
"1",0.062,forest
"1",0.308,forest
"1",0.247,forest
"4",0.123,land
"1",0.123,forest
"3",0.123,water
"4",0.062,land
"1",0.062,forest
"1",0.062,forest
"1",0.308,forest
"4",0.123,land
"1",0.247,forest
"1",0.062,forest
"1",0.123,forest
"1",0.123,forest
"1",0.062,forest
"1",0.123,forest
"1",0.185,forest
"1",0.062,forest
"1",0.185,forest
"4",0.185,land
"4",0.370,land
"1",0.247,forest
"1",0.062,forest
"4",0.062,land
"1",0.185,forest
"4",0.123,land
"4",0.247,land
"3",0.123,water
"1",0.123,forest
"1",0.062,forest
"1",0.123,forest
"1",0.247,forest
"1",0.062,forest
"3",0.247,water
"1",0.062,forest
"1",0.123,forest
"1",0.185,forest
"1",0.432,forest
"1",0.247,forest
"1",0.062,forest
"1",0.123,forest
"1",0.123,forest
"1",0.062,forest
"1",0.123,forest
"3",0.062,water
"4",0.062,land
"1",0.123,forest
"1",0.123,forest
"1",0.062,forest
"3",0.062,water
"1",0.062,forest
"1",0.123,forest
"4",0.062,land
"1",0.123,forest
"4",0.062,land
"1",0.123,forest
"4",0.123,land
"1",0.062,forest
"4",0.062,land
"3",0.123,water
"1",0.432,forest
"1",0.123,forest
"1",0.123,forest
"1",0.062,forest
"1",0.123,forest
"1",0.123,forest
"4",0.062,land
"1",0.062,forest
"1",0.062,forest
"1",0.123,forest
"4",17.389,land
"1",0.370,forest
"4",0.802,land
"3",1.850,water
"1",0.432,forest
"4",0.308,land
"4",0.123,land
"1",0.432,forest
"0",0.185,non-def
"1",0.062,forest
"1",0.987,forest
"1",0.308,forest
"1",0.062,forest
"1",0.123,forest
"1",0.123,forest
"4",0.123,land
"4",40.450,land
"3",0.678,water
"3",0.123,water
"1",0.123,forest
"1",0.247,forest
"4",0.432,land
"4",0.123,land
"3",3.638,water
"1",0.123,forest
"3",0.062,water
"1",0.123,forest
"4",0.493,land
"1",0.123,forest
"1",0.370,forest
"1",1.603,forest
"1",0.062,forest
"3",0.062,water
"3",0.185,water
"3",0.123,water
"1",0.247,forest
"1",0.678,forest
"1",0.740,forest
"4",0.185,land
"3",0.062,water
"1",0.185,forest
"1",0.062,forest
"4",0.062,land
"1",1.110,forest
"1",0.123,forest
"1",0.185,forest
"1",0.370,forest
"1",0.062,forest
"1",0.247,forest
"1",0.062,forest
"1",0.185,forest
"4",0.062,land
"1",0.062,forest
"3",0.062,water
"3",0.062,water
"4",0.062,land
"1",0.185,forest
"1",0.308,forest
"1",0.123,forest
"4",0.123,land
"4",0.555,land
"1",0.123,forest
"1",0.123,forest
"1",0.247,forest
"1",18.375,forest
"4",0.062,land
"1",0.062,forest
"3",0.123,water
"1",0.062,forest
"1",0.062,forest
"4",0.123,land
"4",0.123,land
"1",0.123,forest
"3",0.062,water
"3",0.062,water
"3",0.062,water
"1",0.123,forest
"1",0.123,forest
"1",0.123,forest
"1",0.247,forest
"1",0.123,forest
"1",0.370,forest
"1",0.987,forest
"4",0.925,land
"1",0.062,forest
"1",0.925,forest
"1",0.185,forest
"1",0.062,forest
"4",0.247,land
"4",0.123,land
"3",0.247,water
"1",0.062,forest
"1",0.123,forest
"1",4.317,forest
"1",0.185,forest
"1",0.062,forest
"3",0.062,water
"1",0.863,forest
"4",0.123,land
"1",0.062,forest
"1",0.370,forest
"1",0.062,forest
"1",0.678,forest
"1",0.062,forest
"1",0.062,forest
"1",0.062,forest
"0",0.123,non-def
"4",0.062,land
"1",0.062,forest
"3",0.062,water
"3",0.123,water
"1",0.062,forest
"4",0.123,land
"4",0.493,land
"1",0.247,forest
"1",0.555,forest
"3",0.062,water
"4",0.123,land
"4",0.123,land
"1",0.123,forest
"1",0.062,forest
"4",0.123,land
"1",0.062,forest
"1",0.802,forest
"1",0.062,forest
"1",0.185,forest
"3",0.062,water
"1",0.123,forest
"1",0.185,forest
"3",0.062,water
"1",0.062,forest
"3",0.062,water
"4",0.062,land
"4",0.432,land
"1",0.185,forest
"1",0.062,forest
"1",0.555,forest
"1",0.308,forest
"1",0.062,forest
"4",0.062,land
"1",0.123,forest
"1",0.123,forest
"1",0.123,forest
"1",0.123,forest
"1",5.242,forest
"1",1.973,forest
"1",0.062,forest
"3",0.555,water
"1",0.123,forest
"1",0.123,forest
"1",0.062,forest
"4",0.062,land
"3",0.123,water
"4",0.062,land
"4",0.185,land
"1",0.123,forest
"1",0.062,forest
"4",0.062,land
"1",0.247,forest
"1",0.123,forest
"1",0.432,forest
"3",0.247,water
"3",0.062,water
"1",0.370,forest
"1",0.555,forest
"1",0.062,forest
"1",0.123,forest
"3",0.123,water
"1",0.062,forest
"1",0.185,forest
"1",0.247,forest
"1",0.123,forest
"4",0.062,land
"1",0.123,forest
"1",0.308,forest
"1",0.493,forest
"1",0.062,forest
"1",0.123,forest
"1",0.062,forest
"0",0.123,non-def
"3",0.308,water
"1",0.123,forest
"3",0.185,water
"1",1.418,forest
"1",0.062,forest
"4",0.123,land
"1",0.062,forest
"4",0.123,land
"4",0.062,land
"1",1.295,forest
"3",0.123,water
"1",0.062,forest
"4",0.123,land
"1",0.062,forest
"1",0.123,forest
"1",0.062,forest
"1",0.062,forest
"3",0.185,water
"1",0.062,forest
"1",0.062,forest
"1",0.247,forest
"1",0.185,forest
"1",0.123,forest
"1",0.123,forest
"1",0.123,forest
"4",0.123,land
"1",0.062,forest
"1",0.247,forest
"1",0.062,forest
"1",0.062,forest
"1",0.247,forest
"1",0.247,forest
"3",0.062,water
"1",0.123,forest
"1",0.062,forest
"1",0.185,forest
"1",0.062,forest
"4",0.062,land
"4",0.062,land
"3",0.123,water
"1",0.123,forest
"1",0.802,forest
"1",0.123,forest
"1",0.123,forest
"1",1.048,forest
"1",0.308,forest
"3",0.062,water
"1",0.185,forest
"3",0.123,water
"4",0.247,land
"1",0.123,forest
"1",0.123,forest
"1",0.432,forest
"1",0.123,forest
"1",0.062,forest
"1",0.062,forest
"1",0.123,forest
"1",0.062,forest
"4",0.123,land
"4",0.062,land
"4",0.123,land
"1",0.308,forest
"1",0.123,forest
"3",0.062,water
"1",0.185,forest
"3",0.123,water
"3",0.123,water
"3",0.123,water
"1",0.123,forest
"1",0.370,forest
"1",0.062,forest
"4",0.370,land
"4",0.062,land
"4",0.062,land
"1",0.185,forest
"1",0.062,forest
"4",3.700,land
"1",3.207,forest
"1",0.493,forest
"1",2.713,forest
"1",0.370,forest
"4",0.740,land
"1",0.370,forest
"4",2.590,land
"4",0.123,land
"4",5.920,land
"1",0.493,forest
"1",0.123,forest
"1",0.185,forest
"4",0.432,land
"1",0.247,forest
"1",0.247,forest
"1",0.123,forest
"1",0.740,forest
"1",0.493,forest
"1",0.062,forest
"1",0.062,forest
"1",0.123,forest
"4",0.123,land
"4",0.123,land
"1",0.308,forest
"1",0.247,forest
"1",0.062,forest
"1",0.123,forest
"1",0.062,forest
"1",0.062,forest
"1",0.062,forest
"1",0.062,forest
"1",1.172,forest
"1",0.185,forest
"4",0.123,land
"4",0.062,land
"4",0.247,land
"4",0.123,land
"1",0.185,forest
"1",0.247,forest
"1",0.123,forest
"4",26.331,land
"1",0.062,forest
"1",0.123,forest
"1",0.123,forest
"1",0.062,forest
"1",0.925,forest
"3",0.062,water
"1",0.123,forest
"1",0.062,forest
"1",0.123,forest
"1",0.123,forest
"1",0.123,forest
"4",1.233,land
"4",0.123,land
"1",0.185,forest
"4",0.617,land
"1",0.062,forest
"1",0.123,forest
"3",0.062,water
"1",0.123,forest
"1",0.123,forest
"1",0.123,forest
"1",0.062,forest
"3",0.123,water
"1",0.185,forest
"4",0.062,land
"4",0.123,land
"4",0.062,land
"4",0.062,land
"1",1.603,forest
"4",0.432,land
"1",0.062,forest
"1",0.062,forest
"1",1.233,forest
"1",0.062,forest
"3",0.062,water
"1",0.123,forest
"1",0.123,forest
"1",0.062,forest
"1",0.062,forest
"4",0.123,land
"1",0.062,forest
"3",0.123,water
"1",0.123,forest
"1",0.062,forest
"1",0.555,forest
"1",1.357,forest
"1",0.062,forest
"1",0.123,forest
"1",0.062,forest
"4",0.123,land
"3",0.123,water
"3",0.123,water
"3",0.185,water
"4",0.062,land
"3",0.123,water
"4",0.123,land
"1",0.062,forest
"4",0.123,land
"4",0.123,land
"1",0.062,forest
"1",0.123,forest
"4",0.062,land
"0",0.123,non-def
"1",0.185,forest
"1",0.185,forest
"1",0.308,forest
"1",0.062,forest
"1",0.185,forest
"1",0.678,forest
"1",0.123,forest
"4",41.562,land
"1",0.123,forest
"4",0.062,land
"3",0.062,water
"3",0.123,water
"1",0.062,forest
"1",0.062,forest
"3",7.523,water
"1",0.123,forest
"3",0.062,water
"1",0.370,forest
"1",0.123,forest
"1",0.987,forest
"1",0.123,forest
"1",2.220,forest
"4",0.062,land
"1",0.123,forest
"1",0.247,forest
"3",0.062,water
"4",0.123,land
"4",0.062,land
"4",0.185,land
"1",0.062,forest
"1",0.062,forest
"1",1.727,forest
"1",0.123,forest
"1",0.308,forest
"1",0.123,forest
"1",0.062,forest
"3",0.185,water
"1",1.048,forest
"1",0.617,forest
"1",0.062,forest
"1",0.123,forest
"3",0.123,water
"1",0.062,forest
"1",0.062,forest
"1",0.123,forest
"1",0.678,forest
"1",0.802,forest
"1",0.247,forest
"1",0.062,forest
"3",0.123,water
"1",0.062,forest
"4",0.185,land
"3",0.062,water
"1",0.123,forest
"1",0.247,forest
"1",0.123,forest
"1",0.123,forest
"1",0.493,forest
"1",0.123,forest
"4",0.247,land
"4",0.740,land
"1",0.062,forest
"1",0.247,forest
"4",0.123,land
"4",0.617,land
"1",0.123,forest
"1",0.123,forest
"4",0.555,land
"1",0.247,forest
"1",0.123,forest
"1",0.247,forest
"1",0.123,forest
"1",0.555,forest
"1",0.247,forest
"4",0.432,land
"4",0.062,land
"1",0.123,forest
"3",0.062,water
"1",0.123,forest
"4",0.062,land
"1",0.062,forest
"1",0.062,forest
"1",0.062,forest
"1",11.038,forest
"1",0.123,forest
"4",0.123,land
"4",0.062,land
"1",0.123,forest
"3",0.123,water
"1",0.062,forest
"1",0.123,forest
"1",0.123,forest
"4",0.123,land
"4",0.062,land
"1",3.762,forest
"1",0.308,forest
"1",0.493,forest
"1",0.123,forest
"4",0.493,land
"4",0.123,land
"4",0.740,land
"4",0.123,land
"1",0.123,forest
"1",0.123,forest
"1",0.185,forest
"1",0.185,forest
"1",0.123,forest
"1",1.357,forest
"1",0.247,forest
"1",0.185,forest
"1",0.432,forest
"1",0.062,forest
"1",0.062,forest
"4",0.432,land
"4",0.123,land
"1",0.062,forest
"4",0.123,land
"4",0.062,land
"1",1.418,forest
"4",0.062,land
"1",0.123,forest
"1",0.123,forest
"4",0.062,land
"1",0.123,forest
"1",0.247,forest
"1",0.062,forest
"1",0.308,forest
"3",0.062,water
"4",0.123,land
"3",0.123,water
"1",0.123,forest
"3",0.123,water
"1",0.062,forest
"1",0.123,forest
"1",0.062,forest
"1",0.062,forest
"4",0.062,land
"1",0.123,forest
"1",0.185,forest
"1",0.308,forest
"4",0.062,land
"4",0.062,land
"1",0.062,forest
"1",0.062,forest
"1",0.802,forest
"1",0.123,forest
"1",0.123,forest
"1",0.370,forest
"1",0.062,forest
"3",0.062,water
"1",0.062,forest
"1",0.062,forest
"4",0.062,land
"4",0.062,land
"3",0.062,water
"1",0.123,forest
"1",0.123,forest
"1",0.062,forest
"1",0.123,forest
"4",0.062,land
"1",0.987,forest
"4",0.062,land
"1",0.062,forest
"1",0.062,forest
"4",0.062,land
"1",0.062,forest
"1",0.123,forest
"1",0.062,forest
"1",0.185,forest
"1",0.062,forest
"4",11.593,land
"1",0.925,forest
"4",0.493,land
"1",0.493,forest
"1",100.418,forest
"1",0.185,forest
"4",0.555,land
"1",0.123,forest
"3",0.247,water
"1",9.003,forest
"4",0.247,land
"4",1.110,land
"1",0.062,forest
"1",0.123,forest
"3",0.308,water
"1",0.247,forest
"1",0.247,forest
"1",0.062,forest
"1",0.185,forest
"4",0.123,land
"4",0.062,land
"1",0.062,forest
"4",0.247,land
"1",0.062,forest
"3",0.247,water
"1",0.123,forest
"1",0.185,forest
"4",0.617,land
"1",0.493,forest
"1",0.123,forest
"1",0.062,forest
"4",0.123,land
"4",0.123,land
"4",0.308,land
"4",3.453,land
"4",0.062,land
"1",0.123,forest
"1",0.247,forest
"1",0.123,forest
"1",0.308,forest
"1",0.123,forest
"1",0.123,forest
"3",0.062,water
"1",0.678,forest
"1",0.185,forest
"1",0.308,forest
"1",0.370,forest
"1",0.123,forest
"1",0.247,forest
"1",0.247,forest
"4",0.185,land
"4",0.123,land
"4",2.528,land
"1",0.062,forest
"1",0.062,forest
"1",0.185,forest
"1",0.123,forest
"1",0.062,forest
"3",0.123,water
"3",0.062,water
"1",0.370,forest
"4",0.123,land
"4",0.062,land
"1",0.617,forest
"3",0.370,water
"1",0.370,forest
"1",0.185,forest
"1",0.185,forest
"4",0.617,land
"4",0.123,land
"1",0.123,forest
"1",0.123,forest
"1",0.062,forest
"1",0.123,forest
"1",0.062,forest
"1",0.062,forest
"1",0.062,forest
"1",0.308,forest
"4",0.308,land
"4",0.062,land
"4",0.123,land
"1",0.123,forest
"1",0.493,forest
"1",0.493,forest
"1",0.123,forest
"1",0.123,forest
"1",2.035,forest
"3",0.062,water
"1",0.123,forest
"1",0.308,forest
"1",0.247,forest
"1",0.123,forest
"1",0.062,forest
"4",0.493,land
"4",0.123,land
"1",0.247,forest
"4",0.123,land
"1",0.740,forest
"1",1.480,forest
"1",0.185,forest
"4",8.202,land
"1",0.123,forest
"1",0.062,forest
"1",0.062,forest
"1",0.123,forest
"4",0.123,land
"1",84.051,forest
"4",0.062,land
"1",0.123,forest
"3",0.062,water
"3",0.247,water
"4",0.062,land
"1",0.123,forest
"4",0.123,land
"1",0.370,forest
"1",0.062,forest
"1",0.185,forest
"1",0.308,forest
"4",0.062,land
"1",0.062,forest
"1",0.370,forest
"3",0.062,water
"4",0.185,land
"1",0.185,forest
"4",0.062,land
"4",0.062,land
"1",0.062,forest
"1",0.123,forest
"4",0.062,land
"4",0.062,land
"1",0.123,forest
"1",0.062,forest
"1",0.062,forest
"4",0.062,land
"4",0.987,land
"1",0.123,forest
"1",0.062,forest
"1",0.062,forest
"1",0.432,forest
"1",0.062,forest
"1",0.062,forest
"1",0.432,forest
"1",0.123,forest
"1",0.062,forest
"1",0.185,forest
"4",0.185,land
"4",14.307,land
"1",0.185,forest
"4",1.480,land
"4",2.713,land
"1",1.357,forest
"4",4.748,land
"1",0.123,forest
"3",0.123,water
"3",0.062,water
"1",0.925,forest
"1",0.555,forest
"1",0.123,forest
"3",0.123,water
"4",0.370,land
"1",0.123,forest
"1",0.185,forest
