DN,area,Class
"3",0.244,water
"1",0.548,forest
"1",0.061,forest
"1",0.122,forest
"3",0.061,water
"3",0.365,water
"1",0.122,forest
"4",0.061,land
"1",0.183,forest
"1",0.974,forest
"3",0.122,water
"1",0.670,forest
"1",0.244,forest
"3",0.426,water
"3",0.244,water
"4",0.183,land
"1",0.122,forest
"3",0.548,water
"1",0.061,forest
"1",0.304,forest
"1",0.061,forest
"3",0.061,water
"4",0.061,land
"3",0.183,water
"1",0.122,forest
"4",0.061,land
"1",0.304,forest
"1",0.061,forest
"4",0.122,land
"3",0.061,water
"3",0.122,water
"3",0.122,water
"1",0.244,forest
"4",0.122,land
"1",6.151,forest
"3",0.061,water
"3",0.061,water
"3",0.061,water
"3",0.061,water
"3",0.061,water
"1",0.061,forest
"3",0.122,water
"3",0.974,water
"3",0.670,water
"3",0.244,water
"1",0.061,forest
"1",0.122,forest
"1",0.487,forest
"1",0.183,forest
"4",0.061,land
"1",0.061,forest
"1",0.061,forest
"4",0.304,land
"1",0.122,forest
"4",0.913,land
"1",0.061,forest
"3",0.122,water
"1",0.061,forest
"3",0.183,water
"3",0.122,water
"3",3.228,water
"3",0.365,water
"4",1.340,land
"4",0.122,land
"4",0.061,land
"3",0.365,water
"4",0.061,land
"4",0.183,land
"4",0.792,land
"4",0.183,land
"3",0.365,water
"3",0.122,water
"1",0.244,forest
"3",0.122,water
"4",0.183,land
"4",0.122,land
"3",0.122,water
"1",0.061,forest
"1",0.183,forest
"1",0.244,forest
"3",0.183,water
"1",0.061,forest
"3",0.061,water
"3",0.122,water
"3",0.913,water
"3",0.244,water
"3",0.183,water
"3",0.122,water
"3",0.122,water
"3",0.061,water
"1",0.061,forest
"3",0.304,water
"1",0.061,forest
"1",0.122,forest
"3",0.365,water
"1",0.122,forest
"1",0.061,forest
"1",0.183,forest
"1",0.609,forest
"3",0.061,water
"1",0.487,forest
"3",0.244,water
"1",1.035,forest
"4",0.244,land
"4",0.365,land
"1",0.426,forest
"1",0.061,forest
"3",1.157,water
"4",0.548,land
"4",0.122,land
"4",0.244,land
"0",0.061,non-def
"1",0.061,forest
"1",0.122,forest
"1",0.183,forest
"1",0.183,forest
"1",0.061,forest
"1",0.183,forest
"4",0.122,land
"4",0.122,land
"4",0.061,land
"1",0.304,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"3",0.061,water
"3",0.304,water
"3",0.061,water
"4",0.122,land
"1",0.061,forest
"1",0.061,forest
"4",0.244,land
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.609,forest
"1",0.122,forest
"4",2.314,land
"3",0.122,water
"1",0.365,forest
"4",0.122,land
"4",0.548,land
"3",0.426,water
"4",0.122,land
"1",0.365,forest
"4",0.122,land
"3",0.487,water
"3",0.061,water
"1",0.122,forest
"4",0.061,land
"1",0.122,forest
"1",0.122,forest
"3",0.365,water
"4",0.244,land
"4",0.974,land
"1",0.061,forest
"1",0.122,forest
"4",0.304,land
"1",0.122,forest
"3",0.061,water
"4",0.304,land
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"3",0.122,water
"1",0.183,forest
"1",0.061,forest
"3",0.122,water
"3",0.122,water
"1",0.122,forest
"1",0.122,forest
"3",0.061,water
"3",0.122,water
"3",0.061,water
"3",0.122,water
"1",0.122,forest
"3",0.061,water
"1",0.122,forest
"1",0.122,forest
"3",0.304,water
"1",0.122,forest
"1",0.122,forest
"3",0.061,water
"1",0.061,forest
"3",0.122,water
"1",0.122,forest
"1",0.122,forest
"1",0.244,forest
"1",0.122,forest
"1",0.244,forest
"1",0.122,forest
"1",0.304,forest
"3",0.122,water
"3",0.365,water
"1",0.122,forest
"1",0.365,forest
"1",0.122,forest
"1",0.122,forest
"1",0.244,forest
"1",0.122,forest
"4",0.244,land
"3",0.122,water
"4",0.061,land
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"4",0.061,land
"4",0.731,land
"1",0.244,forest
"1",0.061,forest
"4",0.122,land
"4",0.122,land
"1",0.061,forest
"3",0.122,water
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"3",0.061,water
"3",0.122,water
"3",0.244,water
"3",0.122,water
"1",0.061,forest
"1",0.122,forest
"3",0.122,water
"1",0.244,forest
"3",0.122,water
"1",0.122,forest
"3",0.122,water
"1",0.122,forest
"1",0.183,forest
"1",0.122,forest
"1",0.183,forest
"1",0.122,forest
"4",0.061,land
"1",0.122,forest
"4",0.061,land
"1",0.122,forest
"4",0.061,land
"1",0.183,forest
"4",0.183,land
"3",0.122,water
"1",0.792,forest
"3",0.122,water
"4",0.731,land
"1",0.183,forest
"1",0.122,forest
"3",0.183,water
"3",0.061,water
"1",0.061,forest
"3",0.183,water
"3",0.061,water
"1",0.061,forest
"1",0.061,forest
"3",0.061,water
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.183,forest
"3",0.061,water
"1",0.122,forest
"1",0.061,forest
"3",0.183,water
"3",0.122,water
"1",0.244,forest
"1",0.122,forest
"1",0.122,forest
"3",0.183,water
"4",0.244,land
"1",0.122,forest
"4",0.061,land
"3",0.122,water
"1",0.061,forest
"3",0.061,water
"1",0.183,forest
"1",0.122,forest
"3",0.061,water
"3",0.061,water
"3",0.122,water
"3",0.122,water
"3",0.122,water
"1",0.061,forest
"3",0.061,water
"3",0.061,water
"3",0.122,water
"3",0.061,water
"3",0.061,water
"3",0.122,water
"4",0.122,land
"3",0.183,water
"3",0.061,water
"3",0.122,water
"1",0.122,forest
"1",0.061,forest
"4",0.061,land
"1",0.244,forest
"1",0.548,forest
"4",0.122,land
"4",0.609,land
"4",0.122,land
"1",0.122,forest
"4",0.183,land
"4",9.438,land
"1",3.471,forest
"1",0.913,forest
"1",0.974,forest
"3",1.644,water
"1",1.157,forest
"3",1.035,water
"4",44.209,land
"1",2.192,forest
"1",7.734,forest
"3",0.731,water
"4",0.609,land
"4",0.853,land
"3",0.913,water
"1",0.487,forest
"4",3.228,land
"3",2.131,water
"1",2.801,forest
"3",0.609,water
"3",0.548,water
"1",0.244,forest
"1",0.670,forest
"3",2.923,water
"1",0.304,forest
"3",5.359,water
"4",1.279,land
"1",0.365,forest
"1",0.122,forest
"1",0.365,forest
"1",0.244,forest
"4",0.304,land
"4",0.365,land
"4",0.304,land
"3",0.244,water
"4",0.122,land
"1",1.157,forest
"1",0.183,forest
"1",0.122,forest
"4",5.055,land
"4",1.827,land
"4",0.244,land
"4",9.500,land
"4",0.122,land
"3",0.122,water
"3",0.061,water
"4",0.122,land
"1",0.365,forest
"1",0.426,forest
"1",0.061,forest
"3",0.122,water
"3",0.487,water
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"3",2.619,water
"1",0.061,forest
"1",0.061,forest
"1",3.289,forest
"3",0.122,water
"4",0.061,land
"3",0.304,water
"4",0.122,land
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"3",0.122,water
"3",0.426,water
"3",0.122,water
"4",0.183,land
"3",0.122,water
"1",0.061,forest
"3",0.548,water
"3",0.122,water
"1",0.122,forest
"3",0.122,water
"1",1.401,forest
"1",0.061,forest
"1",3.837,forest
"1",0.122,forest
"1",0.183,forest
"1",0.183,forest
"0",0.061,non-def
"1",0.061,forest
"4",0.122,land
"4",1.157,land
"3",0.183,water
"1",0.061,forest
"4",0.122,land
"4",0.122,land
"3",0.122,water
"3",0.122,water
"4",2.071,land
"1",0.122,forest
"1",0.183,forest
"3",0.122,water
"1",0.426,forest
"3",0.792,water
"4",1.888,land
"1",0.061,forest
"3",0.122,water
"3",0.122,water
"3",0.061,water
"3",0.061,water
"3",0.061,water
"3",0.122,water
"3",0.244,water
"3",0.244,water
"3",0.061,water
"3",0.122,water
"1",0.122,forest
"1",0.365,forest
"3",0.061,water
"4",6.455,land
"3",0.061,water
"4",0.183,land
"4",0.183,land
"3",0.122,water
"4",111.612,land
"4",0.304,land
"4",0.244,land
"4",1.401,land
"3",0.122,water
"1",0.304,forest
"1",0.122,forest
"1",0.061,forest
"3",0.122,water
"1",0.061,forest
"1",0.122,forest
"4",0.304,land
"4",0.122,land
"1",0.061,forest
"4",3.106,land
"4",0.183,land
"4",0.061,land
"3",0.122,water
"1",0.244,forest
"3",0.061,water
"4",0.548,land
"3",0.853,water
"4",0.061,land
"4",0.183,land
"3",0.122,water
"3",9.927,water
"3",0.061,water
"1",0.061,forest
"3",1.096,water
"1",0.122,forest
"3",0.792,water
"3",0.183,water
"3",0.061,water
"3",0.304,water
"1",0.061,forest
"1",0.122,forest
"3",0.061,water
"3",0.183,water
"1",0.122,forest
"3",0.061,water
"4",0.061,land
"4",0.061,land
"1",0.487,forest
"1",0.061,forest
"1",0.061,forest
"3",0.122,water
"3",0.061,water
"1",0.974,forest
"1",0.183,forest
"3",0.244,water
"1",0.061,forest
"3",0.122,water
"1",0.183,forest
"1",0.913,forest
"1",0.061,forest
"1",0.061,forest
"1",0.183,forest
"1",0.122,forest
"1",0.061,forest
"3",0.061,water
"3",0.122,water
"1",0.061,forest
"1",0.061,forest
"3",0.122,water
"1",0.122,forest
"4",0.061,land
"3",0.061,water
"3",0.061,water
"1",0.487,forest
"1",22.045,forest
"1",0.304,forest
"4",0.122,land
"1",1.462,forest
"3",0.183,water
"3",0.061,water
"4",0.122,land
"4",1.218,land
"1",0.061,forest
"3",0.122,water
"1",0.122,forest
"1",0.061,forest
"3",0.122,water
"3",0.061,water
"1",0.244,forest
"1",0.122,forest
"3",0.061,water
"1",0.365,forest
"3",0.183,water
"3",0.061,water
"1",0.244,forest
"1",0.061,forest
"3",0.487,water
"1",0.061,forest
"3",0.061,water
"4",2.436,land
"1",0.122,forest
"4",0.183,land
"1",0.061,forest
"3",0.183,water
"1",0.487,forest
"3",0.304,water
"1",0.122,forest
"1",0.061,forest
"4",0.122,land
"1",0.426,forest
"3",0.244,water
"1",1.888,forest
"3",0.122,water
"1",0.244,forest
"4",0.365,land
"1",0.122,forest
"1",0.061,forest
"4",0.304,land
"4",0.122,land
"3",0.122,water
"1",0.426,forest
"4",0.061,land
"1",5.725,forest
"1",0.122,forest
"4",0.122,land
"4",0.061,land
"3",0.122,water
"3",0.061,water
"1",0.183,forest
"3",1.096,water
"4",0.183,land
"3",0.122,water
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"4",0.122,land
"3",1.340,water
"1",0.183,forest
"3",0.122,water
"4",0.365,land
"1",0.365,forest
"1",0.305,forest
"3",0.061,water
"3",0.061,water
"3",0.122,water
"1",0.426,forest
"3",0.122,water
"3",1.888,water
"1",0.122,forest
"1",0.122,forest
"4",5.055,land
"1",0.609,forest
"1",0.122,forest
"3",1.705,water
"3",0.365,water
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"3",0.487,water
"3",0.183,water
"1",0.122,forest
"1",0.061,forest
"1",39.827,forest
"1",0.122,forest
"1",0.122,forest
"4",0.061,land
"3",0.061,water
"4",1.035,land
"1",0.061,forest
"4",0.122,land
"3",0.061,water
"4",0.122,land
"3",0.122,water
"4",0.061,land
"3",0.122,water
"1",0.487,forest
"1",0.305,forest
"1",0.122,forest
"3",0.061,water
"4",0.122,land
"4",0.061,land
"3",0.061,water
"3",0.122,water
"3",3.289,water
"3",0.305,water
"3",0.548,water
"3",0.122,water
"3",0.122,water
"3",0.061,water
"1",0.305,forest
"1",0.244,forest
"1",0.487,forest
"3",0.122,water
"1",0.061,forest
"3",0.365,water
"1",1.218,forest
"3",0.061,water
"3",0.122,water
"4",0.061,land
"3",0.061,water
"4",0.792,land
"1",0.061,forest
"3",0.122,water
"3",0.122,water
"4",0.122,land
"1",0.122,forest
"4",0.061,land
"1",0.122,forest
"1",0.122,forest
"4",0.122,land
"4",0.183,land
"3",0.122,water
"3",0.305,water
"1",0.122,forest
"4",0.670,land
"1",0.487,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"3",0.122,water
"1",0.061,forest
"1",0.061,forest
"3",0.365,water
"1",0.670,forest
"1",0.061,forest
"3",0.122,water
"3",0.122,water
"1",0.122,forest
"3",0.183,water
"3",0.122,water
"1",0.365,forest
"1",0.061,forest
"1",1.035,forest
"3",0.183,water
"3",0.122,water
"4",0.305,land
"4",0.122,land
"1",0.122,forest
"4",0.061,land
"4",0.122,land
"1",0.122,forest
"3",0.244,water
"1",0.244,forest
"1",0.183,forest
"1",0.122,forest
"1",0.061,forest
"1",0.548,forest
"1",0.061,forest
"1",0.122,forest
"1",0.426,forest
"3",0.487,water
"1",0.426,forest
"3",0.061,water
"3",0.061,water
"1",0.061,forest
"4",0.061,land
"4",0.061,land
"4",0.061,land
"3",0.244,water
"3",0.122,water
"1",0.305,forest
"3",0.061,water
"4",0.122,land
"3",0.061,water
"1",7.673,forest
"4",0.061,land
"1",0.122,forest
"3",0.061,water
"3",0.061,water
"3",0.061,water
"1",0.122,forest
"1",0.061,forest
"3",0.122,water
"3",0.426,water
"1",0.061,forest
"1",0.122,forest
"1",0.731,forest
"1",0.183,forest
"4",1.035,land
"3",0.061,water
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"3",0.061,water
"3",0.122,water
"3",0.122,water
"3",0.122,water
"1",0.548,forest
"3",0.061,water
"3",0.305,water
"1",0.061,forest
"1",0.061,forest
"4",0.122,land
"1",0.122,forest
"4",0.061,land
"3",0.061,water
"4",32.398,land
"4",0.305,land
"3",0.061,water
"3",0.122,water
"4",0.061,land
"1",0.305,forest
"1",0.609,forest
"3",0.122,water
"4",0.183,land
"3",0.305,water
"1",0.122,forest
"1",0.244,forest
"3",0.487,water
"1",0.183,forest
"1",0.122,forest
"3",0.061,water
"1",0.122,forest
"3",0.305,water
"3",0.061,water
"3",0.061,water
"3",2.010,water
"1",0.731,forest
"3",0.244,water
"1",0.244,forest
"1",2.314,forest
"3",0.244,water
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"3",0.244,water
"1",0.244,forest
"4",0.061,land
"1",1.766,forest
"4",0.365,land
"1",0.122,forest
"1",0.061,forest
"1",0.305,forest
"3",0.122,water
"3",0.244,water
"3",0.061,water
"3",0.305,water
"3",0.122,water
"3",0.122,water
"1",0.061,forest
"1",6.334,forest
"4",0.122,land
"3",0.122,water
"4",0.244,land
"1",0.122,forest
"3",0.122,water
"3",0.122,water
"4",0.122,land
"1",0.061,forest
"4",0.061,land
"1",0.365,forest
"3",0.061,water
"4",0.244,land
"3",0.061,water
"3",0.122,water
"4",1.401,land
"1",0.061,forest
"3",0.061,water
"3",2.923,water
"3",2.375,water
"3",0.061,water
"4",0.609,land
"3",0.061,water
"4",0.487,land
"3",0.244,water
"3",0.122,water
"1",0.122,forest
"1",0.365,forest
"1",0.122,forest
"3",0.061,water
"3",0.183,water
"3",0.244,water
"4",1.218,land
"3",0.061,water
"1",0.365,forest
"3",0.426,water
"3",0.305,water
"3",0.061,water
"4",0.122,land
"1",0.061,forest
"1",0.061,forest
"4",0.061,land
"4",0.122,land
"1",0.122,forest
"1",0.122,forest
"1",0.244,forest
"1",0.670,forest
"1",0.122,forest
"1",0.183,forest
"4",0.122,land
"3",0.426,water
"1",0.183,forest
"3",0.061,water
"1",0.122,forest
"3",0.183,water
"3",0.122,water
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"4",0.305,land
"4",0.061,land
"1",0.122,forest
"1",0.244,forest
"1",0.244,forest
"3",0.305,water
"4",0.244,land
"3",0.122,water
"1",0.061,forest
"1",0.183,forest
"1",0.122,forest
"1",0.122,forest
"4",0.244,land
"4",0.305,land
"4",0.122,land
"4",0.365,land
"1",0.061,forest
"4",0.061,land
"3",0.061,water
"3",0.061,water
"1",0.244,forest
"3",0.061,water
"4",0.122,land
"3",0.183,water
"1",0.122,forest
"4",0.061,land
"4",0.061,land
"4",0.426,land
"1",0.365,forest
"3",0.122,water
"3",0.305,water
"3",0.061,water
"4",0.487,land
"3",0.122,water
"3",0.122,water
"3",0.122,water
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"3",0.122,water
"4",0.122,land
"4",0.122,land
"4",2.497,land
"4",0.061,land
"1",0.122,forest
"3",0.183,water
"1",0.183,forest
"3",0.061,water
"1",0.061,forest
"3",0.365,water
"3",0.061,water
"3",0.061,water
"3",0.122,water
"3",0.061,water
"4",0.305,land
"4",2.192,land
"1",0.061,forest
"4",4.324,land
"3",0.122,water
"1",0.244,forest
"1",0.122,forest
"4",0.914,land
"1",0.061,forest
"4",0.061,land
"1",0.183,forest
"3",0.122,water
"3",0.122,water
"1",0.122,forest
"3",0.122,water
"1",0.122,forest
"3",0.061,water
"4",0.122,land
"3",0.061,water
"4",0.244,land
"1",0.244,forest
"1",0.061,forest
"1",0.487,forest
"1",0.183,forest
"1",0.122,forest
"4",0.061,land
"3",0.487,water
"1",0.122,forest
"1",0.244,forest
"1",0.061,forest
"3",0.548,water
"4",0.183,land
"3",0.365,water
"1",0.305,forest
"1",0.122,forest
"1",0.122,forest
"3",0.122,water
"1",0.244,forest
"3",1.157,water
"3",1.949,water
"1",0.122,forest
"1",0.061,forest
"1",0.853,forest
"4",0.061,land
"1",0.122,forest
"3",0.122,water
"4",0.183,land
"3",0.244,water
"1",0.365,forest
"1",1.157,forest
"4",0.061,land
"3",0.183,water
"1",0.061,forest
"3",0.061,water
"3",0.061,water
"3",0.061,water
"3",0.122,water
"3",0.122,water
"3",0.122,water
"1",0.061,forest
"3",1.035,water
"4",17.234,land
"4",2.619,land
"3",0.305,water
"3",0.061,water
"3",0.183,water
"3",0.122,water
"3",0.183,water
"3",0.061,water
"3",0.244,water
"1",0.244,forest
"3",0.061,water
"4",0.122,land
"3",0.061,water
"4",0.122,land
"1",0.122,forest
"1",0.183,forest
"3",0.061,water
"4",0.122,land
"3",0.122,water
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"3",0.061,water
"4",0.122,land
"3",0.061,water
"4",0.122,land
"1",0.061,forest
"3",0.122,water
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.426,forest
"1",0.061,forest
"1",0.061,forest
"1",0.183,forest
"3",0.061,water
"1",0.122,forest
"3",0.061,water
"4",0.122,land
"1",0.061,forest
"1",0.122,forest
"3",0.061,water
"1",0.122,forest
"3",0.061,water
"1",0.122,forest
"1",0.061,forest
"3",0.122,water
"1",0.061,forest
"3",0.122,water
"0",0.122,non-def
"3",0.122,water
"4",0.061,land
"1",0.122,forest
"4",0.061,land
"4",0.122,land
"3",0.122,water
"3",0.061,water
"3",0.122,water
"1",0.122,forest
"1",0.244,forest
"4",0.061,land
"1",0.122,forest
"4",0.183,land
"1",0.183,forest
"3",0.061,water
"4",0.122,land
"4",0.061,land
"1",0.061,forest
"4",6.334,land
"3",0.183,water
"1",0.061,forest
"1",25.396,forest
"3",1.523,water
"1",3.289,forest
"3",2.619,water
"4",9.744,land
"1",0.792,forest
"3",1.462,water
"1",0.792,forest
"4",3.106,land
"3",0.365,water
"1",0.183,forest
"4",1.340,land
"3",0.305,water
"1",2.741,forest
"1",1.523,forest
"3",2.071,water
"4",0.914,land
"4",0.365,land
"1",0.305,forest
"1",1.523,forest
"1",0.548,forest
"3",0.122,water
"1",16.321,forest
"3",0.244,water
"3",8.100,water
"3",1.401,water
"1",0.792,forest
"1",3.228,forest
"1",0.792,forest
"1",0.183,forest
"1",2.192,forest
"1",0.731,forest
"3",0.426,water
"1",0.365,forest
"4",2.192,land
"3",0.244,water
"1",0.914,forest
"3",0.122,water
"1",0.487,forest
"4",0.670,land
"4",166.597,land
"1",0.365,forest
"3",0.061,water
"4",0.183,land
"3",1.157,water
"3",1.035,water
"3",0.122,water
"1",1.218,forest
"1",0.244,forest
"3",0.122,water
"3",0.061,water
"1",0.122,forest
"1",0.183,forest
"3",1.462,water
"1",0.061,forest
"1",0.061,forest
"1",0.183,forest
"4",0.061,land
"3",0.183,water
"1",0.061,forest
"1",3.228,forest
"3",5.238,water
"1",0.183,forest
"1",0.122,forest
"1",0.305,forest
"1",2.314,forest
"3",0.365,water
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"3",0.122,water
"1",1.096,forest
"1",0.122,forest
"1",0.244,forest
"3",0.122,water
"1",2.436,forest
"1",0.183,forest
"3",0.548,water
"3",0.061,water
"1",0.244,forest
"1",0.122,forest
"1",0.122,forest
"1",1.523,forest
"3",0.548,water
"1",0.122,forest
"3",0.122,water
"3",0.061,water
"1",0.061,forest
"4",0.122,land
"1",0.061,forest
"3",0.244,water
"3",0.731,water
"3",0.061,water
"3",0.122,water
"3",0.061,water
"3",0.305,water
"3",0.305,water
"3",0.609,water
"4",0.183,land
"3",0.122,water
"3",0.244,water
"4",0.183,land
"3",0.122,water
"3",0.122,water
"3",0.122,water
"3",0.609,water
"1",0.305,forest
"4",0.061,land
"4",0.061,land
"3",0.365,water
"3",0.183,water
"1",0.061,forest
"1",0.670,forest
"4",0.122,land
"1",0.122,forest
"1",0.122,forest
"3",0.061,water
"3",0.122,water
"3",0.061,water
"3",0.305,water
"3",0.122,water
"1",0.244,forest
"1",0.183,forest
"3",0.122,water
"4",0.305,land
"3",0.548,water
"3",0.426,water
"3",0.122,water
"1",2.802,forest
"3",0.183,water
"3",0.061,water
"1",0.061,forest
"1",0.365,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"3",0.122,water
"1",0.122,forest
"4",0.061,land
"3",0.061,water
"1",0.305,forest
"3",0.061,water
"3",0.061,water
"3",0.609,water
"1",0.183,forest
"3",0.122,water
"3",0.183,water
"1",0.061,forest
"3",0.122,water
"1",0.305,forest
"3",0.061,water
"3",0.122,water
"3",0.122,water
"3",0.122,water
"3",0.061,water
"1",0.548,forest
"1",0.122,forest
"1",0.365,forest
"4",0.122,land
"1",0.122,forest
"1",2.984,forest
"3",0.122,water
"1",0.183,forest
"3",0.122,water
"3",0.487,water
"4",2.436,land
"1",0.122,forest
"3",0.974,water
"3",0.061,water
"1",0.122,forest
"4",0.365,land
"3",0.122,water
"3",0.122,water
"4",0.122,land
"4",2.192,land
"3",0.061,water
"3",0.731,water
"3",0.122,water
"4",0.426,land
"3",0.244,water
"1",0.183,forest
"3",0.122,water
"1",0.487,forest
"4",11.571,land
"4",0.183,land
"1",0.487,forest
"1",0.365,forest
"1",0.122,forest
"4",0.122,land
"4",0.122,land
"4",0.487,land
"4",0.061,land
"4",0.426,land
"1",0.061,forest
"3",0.365,water
"1",0.183,forest
"3",0.122,water
"1",0.122,forest
"3",0.122,water
"1",1.035,forest
"3",0.122,water
"1",0.061,forest
"3",0.122,water
"3",0.061,water
"1",0.244,forest
"1",0.061,forest
"3",0.061,water
"4",0.183,land
"1",0.061,forest
"3",0.061,water
"3",0.122,water
"3",0.061,water
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"3",0.122,water
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"3",0.122,water
"1",0.365,forest
"1",0.061,forest
"3",0.122,water
"4",0.122,land
"1",0.061,forest
"4",0.244,land
"1",0.122,forest
"1",0.061,forest
"3",0.122,water
"1",0.122,forest
"1",0.183,forest
"3",0.244,water
"3",0.122,water
"4",0.122,land
"4",0.183,land
"1",0.426,forest
"3",0.183,water
"1",0.183,forest
"4",0.183,land
"4",0.122,land
"3",0.061,water
"4",6.029,land
"4",0.061,land
"3",0.122,water
"3",0.244,water
"3",0.305,water
"1",0.061,forest
"3",0.122,water
"3",0.061,water
"1",0.365,forest
"3",0.061,water
"1",0.305,forest
"1",0.183,forest
"3",0.061,water
"3",0.061,water
"1",0.061,forest
"3",0.122,water
"3",0.061,water
"3",0.122,water
"1",0.061,forest
"3",0.183,water
"3",0.609,water
"3",0.122,water
"3",0.122,water
"1",0.061,forest
"3",1.827,water
"3",0.061,water
"1",0.183,forest
"1",0.914,forest
"4",0.061,land
"4",0.061,land
"4",0.122,land
"4",0.122,land
"1",0.061,forest
"4",0.061,land
"3",0.914,water
"1",0.061,forest
"3",0.122,water
"1",0.609,forest
"4",0.122,land
